Year or Period	Unigram	#Q	Subject	#P	Predicate	Object	Organization	Just Date	Start Time	End Time	Time Point
[1980, 1986]	арагон	Q4040	Арагон	P571	дата основания/создания/возникновения	0	0	1982-01-01	0	0	0
1965	абель	Q115088	Абель	P138	названо в честь	Нильс Хенрик Абель	0	0	1964-01-01	0	0
[1965, 1969]	ахмет	Q340566	Ахмета	P31	это частный случай понятия	город	0	0	1966-01-01	0	0
[2007, 2009]	адриан	Q3557182	Адриан	P54	член спортивной команды	Алькала	0	0	2008-01-01	2008-01-01	0
[2007, 2009]	адриан	Q3557182	Адриан	P54	член спортивной команды	Реал Бетис Б	0	0	2007-01-01	2012-01-01	0
[1985, 1989]	адриан	Q3557182	Адриан	P569	дата рождения	0	0	1987-01-03	0	0	0
[1983, 2004]	ямал	Q4537557	Ямал (телеканал)	P571	дата основания/создания/возникновения	0	0	1998-06-03	0	0	0
[1983, 2004]	ямал	Q16723246	Ямал	P571	дата основания/создания/возникновения	0	0	1993-01-01	0	0	0
[1983, 2004]	ямал	Q1030192	Ямал	P571	дата основания/создания/возникновения	0	0	1997-01-01	0	0	0
[1992, 2003]	алания	Q171810	Аланья	P1435	статус наследия	объект из предварительного списка Всемирного наследия	0	0	2000-01-01	0	0
1923	ариадна	Q19129036	Ариадна	P571	дата основания/создания/возникновения	0	0	1923-01-01	0	0	0
[1961, 1962]	адамс	Q547677	(1996) Адамс	P575	дата открытия	0	0	1961-10-16	0	0	0
[1955, 1961]	анкара	Q3640	Анкара	P31	это частный случай понятия	город-миллионер	0	0	1960-01-01	0	0
[1992, 1996]	анкара	Q3640	Анкара	P6	глава правительства	Мелих Гёкчек	0	0	1994-04-01	2017-11-06	0
[1926, 1928]	анкара	Q3640	Анкара	P131	административно-территориальная единица	вилайет Анкара	0	0	1867-01-01	1926-01-01	0
[1983, 1985]	анкара	Q3640	Анкара	P31	это частный случай понятия	metropolitan municipality in Turkey	0	0	1984-01-01	0	0
[1926, 1928]	анкара	Q3640	Анкара	P131	административно-территориальная единица	Анкара	0	0	1926-01-01	0	0
[1973, 1977]	аман	Q2752994	Амана	P571	дата основания/создания/возникновения	0	0	1976-01-01	0	0	0
[1971, 1975]	аура	Q27038671	Аура	P569	дата рождения	0	0	1971-12-03	0	0	0
1997	апокриф	Q4780138	Апокриф	P577	дата публикации	0	0	1996-02-16	0	0	0
[1994, 1996]	агафонов	Q2623151	(14042) Агафонов	P575	дата открытия	0	0	1995-10-16	0	0	0
[1930, 1941]	аэрофлот	Q58707	Аэрофлот	P571	дата основания/создания/возникновения	0	0	1932-01-01	0	0	0
[1956, 1976]	аэрофлот	Q391107	Звезда	P571	дата основания/создания/возникновения	0	0	1957-01-01	0	0	0
[1959, 1963]	апп	Q455447	Аппа Тенцинг	P569	дата рождения	0	0	1960-01-20	0	0	0
[2001, 2005]	ангина	Q186470	Острый тонзиллит	P2176	лекарство, используемое для лечения	cefditoren pivoxil	0	0	2001-08-29	0	0
[2007, 2009]	ангина	Q186470	Острый тонзиллит	P2176	лекарство, используемое для лечения	cefpodoxime	0	0	2007-06-08	0	0
[2001, 2005]	ангина	Q186470	Острый тонзиллит	P2176	лекарство, используемое для лечения	cefaclor	0	0	2002-09-04	0	0
[1970, 1974]	яблоневый	Q4535836	Яблоневое	P571	дата основания/создания/возникновения	0	0	1970-01-01	0	0	0
1935	арбатский	Q2295432	Арбатская	P1619	дата официального открытия	0	0	1935-05-15	0	0	0
1954	арбатский	Q2604365	Арбатская	P571	дата основания/создания/возникновения	0	0	1953-04-05	0	0	0
1954	арбатский	Q2604365	Арбатская	P1619	дата официального открытия	0	0	1953-04-05	0	0	0
[1984, 1986]	асс	Q515710	Ассе	P6	глава правительства	Herman Van Elsen	0	0	1985-01-01	1994-01-01	0
[1984, 1986]	асс	Q515710	Ассе	P6	глава правительства	Paul De Keersmaeker	0	0	1977-01-01	1984-01-01	0
1942	асс	Q515710	Ассе	P6	глава правительства	Jan Van Hoof	0	0	1942-01-01	1944-01-01	0
1942	асс	Q515710	Ассе	P6	глава правительства	Jozef De Doncker	0	0	1933-01-01	1942-01-01	0
1932	асс	Q515710	Ассе	P6	глава правительства	Henri van Innis	0	0	1921-01-01	1932-01-01	0
[1966, 1973]	асс	Q8897236	Арабский социалистический союз	P571	дата основания/создания/возникновения	0	0	1971-06-11	0	0	0
[1942, 1946]	асс	Q515710	Ассе	P6	глава правительства	Leon Goossens	0	0	1944-01-01	1946-01-01	0
[1962, 1964]	асс	Q624111	Арабский социалистический союз	P571	дата основания/создания/возникновения	0	0	1962-01-01	0	0	0
[2000, 2009]	янок	Q899551	Янка	P6	глава правительства	Фэнел Джеордже Кирицэ	0	0	2004-01-01	0	0
[2000, 2007]	анапа	Q15758	Анапа	P131	административно-территориальная единица	Краснодарский край	0	0	1965-01-12	2004-04-01	0
[2000, 2007]	анапа	Q15758	Анапа	P131	административно-территориальная единица	Муниципальное образование город-курорт Анапа	0	0	2004-04-01	0	0
[2000, 2007]	анапа	Q2025368	Муниципальное образование город-курорт Анапа	P571	дата основания/создания/возникновения	0	0	2006-01-01	0	0	0
1951	асафьев	Q325032	Борис Владимирович Асафьев	P570	дата смерти	0	0	1949-01-27	0	0	0
1984	асафьев	Q325032	Борис Владимирович Асафьев	P569	дата рождения	0	0	1884-07-29	0	0	0
[1925, 1927]	атланта	Q214861	Международный аэропорт Хартсфилд-Джексон Атланта	P1619	дата официального открытия	0	0	1926-01-01	0	0	0
[1968, 1972]	атланта	Q2041015	Атлант	P1619	дата официального открытия	0	0	1970-01-01	0	0	0
[2002, 2004]	атланта	Q23556	Атланта	P6	глава правительства	Bill Campbell	0	0	1994-01-01	2002-01-01	0
[2002, 2004]	атланта	Q23556	Атланта	P6	глава правительства	Shirley Franklin	0	0	2002-01-01	2010-01-04	0
[1990, 1991]	атланта	Q23556	Атланта	P6	глава правительства	Эндрю Янг	0	0	1982-01-01	1990-01-01	0
[1962, 1964]	антоновка	Q4067447	Антоновка	P131	административно-территориальная единица	Клинцовский район	0	0	1963-01-14	1965-01-11	0
[1962, 1964]	антоновка	Q4067447	Антоновка	P131	административно-территориальная единица	Гордеевский район	0	0	1929-10-01	1963-01-13	0
[1923, 1932]	антоновка	Q4067481	Антоновка	P571	дата основания/создания/возникновения	0	0	1924-01-01	0	0	0
[1923, 1932]	антоновка	Q4067491	Антоновка	P571	дата основания/создания/возникновения	0	0	1927-01-01	0	0	0
[1923, 1932]	антоновка	Q4067446	Антоновка	P131	административно-территориальная единица	Варвинский район	0	0	1923-03-07	0	0
[2005, 2009]	антоновка	Q4067447	Антоновка	P131	административно-территориальная единица	Уношевское сельское поселение	0	0	2005-03-09	0	0
[2005, 2009]	антоновка	Q4067447	Антоновка	P131	административно-территориальная единица	Гордеевский район	0	0	1985-08-15	2005-03-08	0
1948	антоновка	Q2446601	Антоновка	P580	дата начала	0	0	1848-01-01	0	0	0
[1923, 1932]	антоновка	Q4067447	Антоновка	P131	административно-территориальная единица	Клинцовский уезд	0	0	1921-07-14	1929-09-30	0
1995	арго	Q4066190	Анжи-2	P571	дата основания/создания/возникновения	0	0	1995-01-01	0	0	0
[1935, 1939]	арго	Q21635604	Арго	P570	дата смерти	0	0	1937-01-01	0	0	0
[1953, 1979]	атомиздат	Q20165370	Атомиздат	P571	дата основания/создания/возникновения	0	0	1957-01-01	0	0	0
[1928, 1933]	абиссиния	Q115	Эфиопия	P463	участник организации или клуба	Международный союз электросвязи	0	0	1932-02-20	0	0
[1932, 1939]	яик	Q42883856	Яик	P571	дата основания/создания/возникновения	0	0	1932-12-15	0	0	0
1949	аттик	Q2454978	Аттики	P571	дата основания/создания/возникновения	0	0	1949-06-30	0	0	0
1949	аттик	Q2454978	Аттики	P1619	дата официального открытия	0	0	1949-06-30	0	0	0
[1957, 1961]	андрейка	Q18396510	Андрейка	P577	дата публикации	0	0	1958-01-01	0	0	0
[2003, 2006]	аристов	Q21668032	Аристово	P131	административно-территориальная единица	Боровский район	0	0	1929-07-12	2004-12-27	0
[2003, 2006]	аристов	Q21668032	Аристово	P131	административно-территориальная единица	Сельское поселение «Село Ворсино»	0	0	2004-12-28	0	0
[2003, 2006]	аристов	Q19888354	Аристово	P131	административно-территориальная единица	Андреапольское сельское поселение	0	0	2005-01-01	0	0
[2003, 2006]	аристов	Q4069310	Аристово	P131	административно-территориальная единица	Никольское сельское поселение	0	0	2004-12-02	0	0
[1964, 1966]	ямайка	Q766	Ямайка	P463	участник организации или клуба	Международная финансовая корпорация	0	0	1964-03-31	0	0
[1986, 1997]	авель	Q2086583	Авель	P577	дата публикации	0	0	1986-02-27	0	0	0
[2003, 2007]	афера	Q62665	Афера	P166	полученные награды	Национальный реестр фильмов США	0	0	0	0	2005-01-01
[2003, 2007]	афера	Q652586	Афера	P577	дата публикации	0	0	2004-01-08	0	0	0
[2003, 2007]	афера	Q652586	Афера	P577	дата публикации	0	0	2003-01-01	0	0	0
[2003, 2007]	афера	Q2995100	Афера	P577	дата публикации	0	0	2006-02-08	0	0	0
[1998, 2004]	алька	Q494777	Алькой	P6	глава правительства	Jordi Sedano Delgado	0	0	2003-06-27	2011-06-11	0
[1998, 2004]	алька	Q494777	Алькой	P6	глава правительства	Josep Sanus Tormo	0	0	1979-04-19	1999-07-03	0
[1998, 2004]	алька	Q494777	Алькой	P6	глава правительства	Miquel Ignaci Peralta Viñes	0	0	2000-07-28	2003-06-14	0
[1987, 1997]	аида	Q173185	Окаяма	P571	дата основания/создания/возникновения	0	0	1988-08-13	0	0	0
[1990, 2004]	армавир	Q2063535	Армавир	P576	дата прекращения существования	0	0	2003-01-01	0	0	0
[1990, 2004]	армавир	Q4069532	Армавир	P577	дата публикации	0	0	1991-01-01	0	0	0
1925	алексин	Q103439	Алексин	P131	административно-территориальная единица	Муниципальное образование город Алексин	0	0	1924-08-15	0	0
1949	аврелий	Q316374	Валерий Яковлевич Брюсов	P69	учебное заведение	Московский государственный университет	0	0	1893-01-01	1899-01-01	0
[2001, 2007]	аносов	Q4066827	Аносова, Нина Александровна	P570	дата смерти	0	0	2005-06-08	0	0	0
[1988, 1996]	алхимик	Q179021	Алхимик	P577	дата публикации	0	0	1988-01-01	0	0	0
[1988, 1996]	алхимик	Q179021	Алхимик	P571	дата основания/создания/возникновения	0	0	1988-01-01	0	0	0
[1933, 1937]	аристарх	Q542806	Аристарх	P138	названо в честь	Аристарх Самосский	0	0	1935-01-01	0	0
1933	аристарх	Q21843458	Аристарх	P569	дата рождения	0	0	1932-09-01	0	0	0
1928	арарат	Q2028649	Арарат	P571	дата основания/создания/возникновения	0	0	1828-01-01	0	0	0
[1925, 1932]	арарат	Q39504	Арарат	P571	дата основания/создания/возникновения	0	0	1930-10-22	0	0	0
[1997, 2004]	арарат	Q626304	Арарат	P577	дата публикации	0	0	2002-05-20	0	0	0
1928	арарат	Q39504	Арарат	P131	административно-территориальная единица	Армянская область	0	0	1828-03-21	1840-04-09	0
1928	арарат	Q2028649	Арарат	P131	административно-территориальная единица	Армянская область	0	0	1828-03-21	1840-04-09	0
[1947, 1951]	ясперс	Q76509	Ясперс, Карл Теодор	P463	участник организации или клуба	Гейдельбергская академия наук	0	0	1948-01-01	0	0
[1947, 1951]	ясперс	Q76509	Ясперс, Карл Теодор	P463	участник организации или клуба	Гейдельбергская академия наук	0	0	1947-01-01	1948-01-01	0
[1959, 1966]	ясперс	Q76509	Ясперс, Карл Теодор	P166	полученные награды	премия Эразма	0	0	0	0	1959-01-01
[1947, 1951]	ясперс	Q76509	Ясперс, Карл Теодор	P1411	номинирован на	Нобелевская премия по литературе	0	0	0	0	1950-01-01
[1959, 1966]	ясперс	Q76509	Ясперс, Карл Теодор	P1411	номинирован на	Нобелевская премия по литературе	0	0	0	0	1960-01-01
[1947, 1951]	ясперс	Q76509	Ясперс, Карл Теодор	P166	полученные награды	премия Гёте	0	0	0	0	1947-01-01
[1987, 1991]	александровск	Q157835	Запорожье	P6	глава правительства	Васильев Владимир Федосеевич	0	0	1987-01-01	1990-01-01	0
[1987, 1991]	александровск	Q157835	Запорожье	P6	глава правительства	Яланский, Валентин Антонович	0	0	1974-01-01	1987-01-01	0
[1995, 2000]	александровск	Q157835	Запорожье	P6	глава правительства	Головко, Александр Степанович	0	0	1997-01-01	2000-01-01	0
[2005, 2007]	александровск	Q103390	Александровск	P131	административно-территориальная единица	Александровское городское поселение	0	0	2006-01-01	0	0
[1970, 1971]	александровск	Q157835	Запорожье	P166	полученные награды	орден Ленина	0	0	0	0	1970-12-11
[1995, 2000]	александровск	Q157835	Запорожье	P6	глава правительства	Головко, Александр Степанович	0	0	1992-01-01	1997-01-01	0
[1927, 1931]	акимович	Q4059531	Акимовичи	P571	дата основания/создания/возникновения	0	0	1929-01-01	0	0	0
[1923, 1928]	ямный	Q4537696	Ямное	P131	административно-территориальная единица	Гордеевская волость	0	0	1924-05-01	1929-09-30	0
[2006, 2007]	ямный	Q19860244	Ямное	P131	административно-территориальная единица	Большевистское сельское поселение	0	0	2006-01-01	0	0
[1980, 1987]	ямный	Q4537696	Ямное	P131	административно-территориальная единица	Гордеевский район	0	0	1985-08-15	2005-03-08	0
[1980, 1987]	ямный	Q4537696	Ямное	P131	административно-территориальная единица	Красногорский район	0	0	1967-01-01	1985-08-14	0
[2006, 2007]	ямный	Q15364900	Ямное	P131	административно-территориальная единица	Вичевское сельское поселение	0	0	2006-01-01	0	0
[1983, 1987]	апшерон	Q2113686	Апшерон	P1619	дата официального открытия	0	0	1985-01-01	0	0	0
[1983, 1987]	апшерон	Q2113686	Апшерон	P571	дата основания/создания/возникновения	0	0	1985-01-01	0	0	0
[1986, 1999]	яуза	Q19915796	Яуза	P571	дата основания/создания/возникновения	0	0	1993-01-01	0	0	0
1950	алеко	Q927503	Алеко	P577	дата публикации	0	0	1850-01-01	0	0	0
[2003, 2007]	академгородок	Q672013	Академгородок	P1619	дата официального открытия	0	0	2003-05-24	0	0	0
[2003, 2007]	академгородок	Q672013	Академгородок	P571	дата основания/создания/возникновения	0	0	2003-01-01	0	0	0
[1989, 2000]	явлинский	Q438603	Григорий Алексеевич Явлинский	P39	занимаемая должность	заместитель главы правительства СССР	0	0	1991-08-24	1991-10-02	0
[1934, 1940]	арсен	Q22191916	Арсен	P577	дата публикации	0	0	1937-01-01	0	0	0
1944	альма	Q152334	(390) Альма	P575	дата открытия	0	0	1894-03-24	0	0	0
[1952, 1959]	аделаида	Q14302	Аделаида	P1619	дата официального открытия	0	0	1955-01-01	0	0	0
[1970, 1972]	авест	Q500071	Авеста	P571	дата основания/создания/возникновения	0	0	1971-01-01	0	0	0
1936	арат	Q626519	Арат	P138	названо в честь	Арат из Сол	0	0	1935-01-01	0	0
[1978, 1983]	арно	Q4794713	Арней	P569	дата рождения	0	0	1980-09-07	0	0	0
[1976, 1977]	андронов	Q513864	Андронов	P138	названо в честь	Андронов, Александр Александрович	0	0	1976-01-01	0	0
[2004, 2007]	аракса	Q2031447	Аракс	P576	дата прекращения существования	0	0	2005-01-01	0	0	0
1924	аква	Q4059235	Академия коммунистического воспитания имени Н. К. Крупской	P138	названо в честь	Надежда Константиновна Крупская	0	0	1924-01-01	0	0
[1939, 1940]	ахти	Q150176	(2826) Ахти	P575	дата открытия	0	0	1939-10-18	0	0	0
[2002, 2005]	александровка	Q18764899	Александровка	P131	административно-территориальная единица	Новопичурский сельсовет	0	0	2004-11-02	0	0
[2002, 2005]	александровка	Q18764900	Александровка	P131	административно-территориальная единица	Голицынский сельсовет	0	0	2004-11-02	0	0
[2002, 2005]	александровка	Q24728569	Александровка	P131	административно-территориальная единица	Орловский сельсовет	0	0	2003-12-01	0	0
[1925, 1930]	александровка	Q56006959	Александровка	P131	административно-территориальная единица	Краснослободский сельсовет	0	0	1928-01-01	0	0
[2002, 2005]	александровка	Q18764869	Александровка	P131	административно-территориальная единица	Фёдоровский сельсовет	0	0	2004-11-02	0	0
[2002, 2005]	александровка	Q25508402	Александровка	P131	административно-территориальная единица	Кировский сельсовет	0	0	2003-12-01	0	0
[1963, 1964]	александровка	Q18764899	Александровка	P131	административно-территориальная единица	Нижнеломовский район	0	0	1963-02-01	1965-01-11	0
[2002, 2005]	александровка	Q24729295	Александровка	P131	административно-территориальная единица	Чернавский сельсовет	0	0	2003-12-01	0	0
[1963, 1964]	александровка	Q18764899	Александровка	P131	административно-территориальная единица	Наровчатский район	0	0	1928-07-16	1963-01-31	0
[2002, 2005]	александровка	Q18764899	Александровка	P131	административно-территориальная единица	Наровчатский район	0	0	1965-01-12	2004-11-01	0
[1925, 1930]	александровка	Q18764899	Александровка	P131	административно-территориальная единица	Нижнеломовский уезд	0	0	1925-03-16	1928-07-15	0
[2002, 2005]	александровка	Q18764900	Александровка	P131	административно-территориальная единица	Нижнеломовский район	0	0	1959-10-12	2004-11-01	0
[1925, 1930]	александровка	Q49495	Александровка	P131	административно-территориальная единица	Гатчинский район	0	0	1927-08-01	2005-12-31	0
[1925, 1930]	александровка	Q49495	Александровка	P131	административно-территориальная единица	Троцкий уезд	0	0	1923-02-01	1927-07-31	0
[2002, 2005]	александровка	Q18764869	Александровка	P131	административно-территориальная единица	Каменский район	0	0	1928-07-16	2004-11-01	0
[2002, 2005]	александровка	Q24729076	Александровка	P131	административно-территориальная единица	Новоромановский сельсовет	0	0	2003-12-01	0	0
[2002, 2005]	александровка	Q4061327	Александровка	P131	административно-территориальная единица	Караваевское сельское поселение	0	0	2004-12-02	0	0
[2002, 2005]	александровка	Q18764887	Александровка	P131	административно-территориальная единица	Александровское сельское поселение	0	0	2004-12-28	0	0
[2002, 2005]	александровка	Q25508485	Александровка	P131	административно-территориальная единица	Александровский сельсовет	0	0	2003-12-01	0	0
[1925, 1930]	александровка	Q21334818	Александровка	P131	административно-территориальная единица	Старооскольский уезд	0	0	1924-05-12	1928-07-29	0
[1963, 1964]	александровка	Q18764887	Александровка	P131	административно-территориальная единица	Саранский район	0	0	1963-02-19	1966-12-29	0
[1925, 1930]	александровка	Q18764887	Александровка	P131	административно-территориальная единица	Саранский район	0	0	1928-07-16	1933-07-19	0
[1963, 1964]	александровка	Q18764887	Александровка	P131	административно-территориальная единица	Лямбирский район	0	0	1933-07-20	1963-02-18	0
[2002, 2005]	александровка	Q18764887	Александровка	P131	административно-территориальная единица	Лямбирский район	0	0	1966-12-30	2004-12-27	0
[2002, 2005]	александровка	Q4061290	Александровка	P131	административно-территориальная единица	Добринский район	0	0	1928-07-30	2004-09-22	0
[2002, 2005]	александровка	Q4061290	Александровка	P131	административно-территориальная единица	Новочеркутинский сельсовет	0	0	2004-09-23	0	0
[2002, 2005]	александровка	Q4061336	Александровка	P131	административно-территориальная единица	Дрожжинское сельское поселение	0	0	2004-12-02	0	0
[2002, 2005]	александровка	Q25508419	Александровка	P131	административно-территориальная единица	Сибирячихинский сельсовет	0	0	2003-12-01	0	0
[2002, 2005]	александровка	Q22343763	Александровка	P131	административно-территориальная единица	Алексеевский сельсовет	0	0	2003-12-01	0	0
[2002, 2005]	александровка	Q21334818	Александровка	P131	административно-территориальная единица	Чернянский район	0	0	1928-07-30	2004-12-19	0
[2002, 2005]	александровка	Q21334818	Александровка	P131	административно-территориальная единица	Андреевское сельское поселение	0	0	2004-12-20	0	0
[2002, 2005]	александровка	Q4061339	Александровка	P131	административно-территориальная единица	Кожуховичское сельское поселение	0	0	2004-12-22	0	0
[2002, 2005]	александровка	Q4061341	Александровка	P131	административно-территориальная единица	Печатниковское сельское поселение	0	0	2004-12-02	0	0
[2002, 2005]	александровка	Q25508498	Александровка	P131	административно-территориальная единица	Алтайский сельсовет	0	0	2003-12-01	0	0
[2001, 2005]	ярд	Q137800	Ярды	P577	дата публикации	0	0	2001-06-21	0	0	0
1978	автомобилист	Q1101346	Навбахор	P571	дата основания/создания/возникновения	0	0	1978-01-01	0	0	0
2006	автомобилист	Q639095	Автомобилист	P571	дата основания/создания/возникновения	0	0	2006-01-01	0	0	0
[1960, 1970]	автомобилист	Q2065774	Агротехсервис	P571	дата основания/создания/возникновения	0	0	1965-01-01	0	0	0
[1950, 1958]	автомобилист	Q9163082	Автомобилист	P571	дата основания/создания/возникновения	0	0	1957-01-01	0	0	0
1948	ахмат	Q240444	Ахмат	P571	дата основания/создания/возникновения	0	0	1946-01-01	0	0	0
1948	ахмат	Q4073021	Ахмат	P571	дата основания/создания/возникновения	0	0	1898-01-01	0	0	0
[1980, 1982]	якир	Q2777666	Якир	P571	дата основания/создания/возникновения	0	0	1981-01-01	0	0	0
[1989, 1993]	аджария	Q45693	Аджария	P571	дата основания/создания/возникновения	0	0	1991-01-01	0	0	0
[2006, 2009]	аарон	Q4662427	Аарон	P570	дата смерти	0	0	2008-04-21	0	0	0
[1965, 1969]	арабеска	Q490632	Арабеска	P577	дата публикации	0	0	1966-01-01	0	0	0
[2006, 2007]	адель	Q23215	Адель	P2031	начало периода активности	0	0	2006-01-01	0	0	0
[1936, 1945]	аттила	Q139884	(1489) Аттила	P575	дата открытия	0	0	1939-04-12	0	0	0
[1967, 1979]	алимов	Q2710976	(58097) Алимов	P575	дата открытия	0	0	1976-10-26	0	0	0
1946	азиз	Q4832635	Азиз	P569	дата рождения	0	0	1946-01-01	0	0	0
[2002, 2008]	аба	Q25738267	Аба	P131	административно-территориальная единица	Сентелекский сельсовет	0	0	2003-12-01	0	0
1929	артемовский	Q2012113	Артёмовский	P571	дата основания/создания/возникновения	0	0	1879-01-01	0	0	0
1929	артемовский	Q2012113	Артёмовский	P1249	первое письменное упоминание	0	0	1879-01-01	0	0	0
2002	асад	Q118725	Хафез Асад	P39	занимаемая должность	Список президентов Сирии	0	0	1971-03-12	2000-06-10	0
[1971, 1972]	асад	Q118725	Хафез Асад	P39	занимаемая должность	Prime Minister of Syria	0	0	1970-11-21	1971-04-03	0
[1985, 1990]	асад	Q44329	Башар Асад	P69	учебное заведение	Университет Дамаска	0	0	1982-01-01	1988-01-01	0
[1974, 1980]	асад	Q720218	Асада	P138	названо в честь	Асада, Горю	0	0	1976-01-01	0	0
[1965, 1966]	асад	Q44329	Башар Асад	P569	дата рождения	0	0	1965-09-11	0	0	0
2002	асад	Q118725	Хафез Асад	P570	дата смерти	0	0	2000-06-10	0	0	0
2002	асад	Q44329	Башар Асад	P39	занимаемая должность	Список президентов Сирии	0	0	2000-07-17	0	0
2002	асад	Q44329	Башар Асад	P166	полученные награды	кавалер Большого креста ордена Почётного легиона	0	0	0	0	2001-06-25
[1999, 2006]	асад	Q44329	Башар Асад	P166	полученные награды	орден Франциска I	0	0	0	0	2004-03-21
2002	асад	Q44329	Башар Асад	P166	полученные награды	орден князя Ярослава Мудрого I степени	0	0	0	0	2002-04-21
[1957, 1967]	янович	Q2478237	Яновичи	P131	административно-территориальная единица	Яновичский поселковый совет	0	0	1924-08-20	1960-12-22	0
[1957, 1967]	янович	Q2478237	Яновичи	P1376	является столицей	Суражский район	0	0	1957-09-10	0	0
1942	аккерман	Q672990	Белгород-Днестровский	P1376	является столицей	Измаильская область	0	0	1940-08-07	1940-12-07	0
1942	аккерман	Q672990	Белгород-Днестровский	P131	административно-территориальная единица	Четатя-Албе	0	0	1941-08-01	1944-09-12	0
1942	аккерман	Q672990	Белгород-Днестровский	P131	административно-территориальная единица	Четатя-Албе	0	0	1918-01-01	1940-06-28	0
1942	аккерман	Q672990	Белгород-Днестровский	P131	административно-территориальная единица	Измаильская область	0	0	1940-08-07	1954-02-15	0
1942	аккерман	Q672990	Белгород-Днестровский	P17	государство	СССР	0	0	1940-06-28	1941-07-02	0
1942	аккерман	Q672990	Белгород-Днестровский	P17	государство	Королевство Румыния	0	0	1941-07-02	1944-09-12	0
1942	аккерман	Q672990	Белгород-Днестровский	P17	государство	Королевство Румыния	0	0	1918-04-09	1940-06-28	0
[1938, 1946]	аккерман	Q672990	Белгород-Днестровский	P17	государство	СССР	0	0	1944-09-12	1991-08-24	0
[1986, 1999]	ампир	Q3796845	Ампир	P577	дата публикации	0	0	1987-01-01	0	0	0
[1956, 1962]	арман	Q367973	Арман	P463	участник организации или клуба	Новый реализм	0	0	1960-01-01	0	0
[1986, 1988]	аск	Q918257	(4894) Аск	P575	дата открытия	0	0	1986-09-08	0	0	0
[1931, 1935]	адмиральский	Q4057907	Адмиральский, Алексей Михайлович	P569	дата рождения	0	0	1933-05-09	0	0	0
[1991, 1992]	астана	Q1520	Нур-Султан	P131	административно-территориальная единица	Казахская Советская Социалистическая Республика	0	0	1936-12-05	1991-12-10	0
[1991, 1992]	астана	Q1520	Нур-Султан	P17	государство	СССР	0	0	1923-01-01	1991-01-01	0
[1991, 1992]	астана	Q1520	Нур-Султан	P131	административно-территориальная единица	Казахстан	0	0	1991-12-10	0	0
[1991, 1992]	астана	Q1520	Нур-Султан	P17	государство	Казахстан	0	0	1991-12-10	0	0
[1936, 1937]	астана	Q1520	Нур-Султан	P131	административно-территориальная единица	Казахская Автономная Социалистическая Советская Республика	0	0	1925-06-15	1936-12-05	0
[1997, 2006]	астана	Q1520	Нур-Султан	P31	это частный случай понятия	столица	0	0	1997-12-10	0	0
[1997, 2006]	астана	Q1520	Нур-Султан	P1376	является столицей	Казахстан	0	0	1997-01-01	0	0
[1931, 1934]	астана	Q174233	Аэропорт Нурсултан Назарбаев	P1619	дата официального открытия	0	0	1931-01-01	0	0	0
[1932, 1937]	аскания	Q137061	(1216) Аскания	P575	дата открытия	0	0	1932-01-29	0	0	0
[1928, 1933]	алиби	Q4273984	Алиби	P577	дата публикации	0	0	1931-01-01	0	0	0
2003	алиби	Q3874816	Алиби	P571	дата основания/создания/возникновения	0	0	2001-04-06	0	0	0
[1928, 1933]	алиби	Q1618533	Алиби	P577	дата публикации	0	0	1929-01-01	0	0	0
[1928, 1933]	алиби	Q4725664	Алиби	P1191	первое исполнение	0	0	1928-05-15	0	0	0
[1985, 1999]	алатырь	Q103255	Алатырь	P131	административно-территориальная единица	Чувашия	0	0	1992-02-13	0	0
1926	алатырь	Q103255	Алатырь	P131	административно-территориальная единица	Чувашская АССР	0	0	1925-04-21	1992-02-12	0
1926	алатырь	Q103255	Алатырь	P131	административно-территориальная единица	Чувашская автономная область	0	0	1920-06-24	1925-04-20	0
[1989, 1997]	альфонс	Q4063659	Альфонс	P577	дата публикации	0	0	1993-01-01	0	0	0
[1996, 2000]	американ	Q2590133	Гуаратингета	P571	дата основания/создания/возникновения	0	0	1998-01-01	0	0	0
[1983, 1984]	американ	Q4745561	Американа	P577	дата публикации	0	0	1983-01-01	0	0	0
1956	ахиллес	Q155704	(588) Ахиллес	P575	дата открытия	0	0	1906-02-22	0	0	0
[1951, 1952]	астронавт	Q931113	Астронавты	P577	дата публикации	0	0	1951-01-01	0	0	0
[1988, 1990]	аргонавт	Q2638057	Аргонавт	P571	дата основания/создания/возникновения	0	0	1989-01-01	0	0	0
[2007, 2009]	андалузит	Q192637	Андалузит	P579	IMA-статус	вспомогательный статус: опубликован до 1959 года	0	0	1798-01-01	2007-01-01	0
[2007, 2009]	андалузит	Q192637	Андалузит	P579	IMA-статус	унаследованный минерал	0	0	2007-01-01	0	0
1975	амга	Q4064597	Амурский государственный университет	P571	дата основания/создания/возникновения	0	0	1975-01-01	0	0	0
[2000, 2003]	актюбинск	Q477232	Актобе	P6	глава правительства	Елеусин Наурызбаевич Сагиндыков	0	0	1996-11-15	2002-10-21	0
[1991, 1992]	актюбинск	Q477232	Актобе	P17	государство	Казахская Советская Социалистическая Республика	0	0	1936-12-05	1991-10-09	0
[1991, 1992]	актюбинск	Q477232	Актобе	P17	государство	Казахстан	0	0	1991-10-09	0	0
[2005, 2006]	актюбинск	Q477232	Актобе	P6	глава правительства	Садыков, Абай Маслахатович	0	0	2005-03-29	2006-02-01	0
