Year or Period	Bigram	#Q	Subject	#P	Predicate	Object	Organization	Just Date	Start Time	End Time	Time Point
[1993, 2001]	ясер арафат	Q34211	Ясир Арафат	P166	полученные награды	кавалер Большого креста, декорированного Большой лентой ордена «За заслуги перед Итальянской Республикой»	0	0	0	0	1999-02-19
[1993, 2001]	ясер арафат	Q34211	Ясир Арафат	P166	полученные награды	премия мира имени Феликса Уфуэ-Буаньи	0	0	0	0	1993-01-01
[1993, 2001]	ясер арафат	Q34211	Ясир Арафат	P166	полученные награды	Нобелевская премия мира	0	0	0	0	1994-01-01
[1993, 2001]	ясер арафат	Q34211	Ясир Арафат	P39	занимаемая должность	президент Государства Палестина	0	0	1994-04-02	2004-11-11	0
[1978, 1990]	ясер арафат	Q34211	Ясир Арафат	P166	полученные награды	премия имени Джавахарлала Неру	0	0	0	0	1988-01-01
[1993, 2001]	ясер арафат	Q34211	Ясир Арафат	P39	занимаемая должность	председатель Палестинской национальной администрации	0	0	1994-07-05	2004-11-11	0
1932	ясинский иероним	Q3260645	Иероним Иеронимович Ясинский	P570	дата смерти	0	0	1931-12-31	0	0	0
2004	ясир арафат	Q34211	Ясир Арафат	P570	дата смерти	0	0	2004-11-11	0	0	0
2004	ясир арафат	Q34211	Ясир Арафат	P39	занимаемая должность	президент Государства Палестина	0	0	1994-04-02	2004-11-11	0
2004	ясир арафат	Q34211	Ясир Арафат	P39	занимаемая должность	председатель Палестинской национальной администрации	0	0	1994-07-05	2004-11-11	0
2004	ясир арафат	Q34211	Ясир Арафат	P39	занимаемая должность	председатель Организации освобождения Палестины	0	0	1969-02-04	2004-10-29	0
[1989, 1994]	ясир арафат	Q34211	Ясир Арафат	P166	полученные награды	премия мира имени Феликса Уфуэ-Буаньи	0	0	0	0	1993-01-01
[1968, 1979]	ясир арафат	Q34211	Ясир Арафат	P166	полученные награды	премия «Двусмысленность»	0	0	0	0	1975-01-01
[1991, 1995]	ясный гора	Q573920	Ясная Гора	P1435	статус наследия	Памятник истории (Польша)	0	0	1994-09-08	0	0
[1935, 1939]	ясный луна	Q2158107	Ясная луна	P577	дата публикации	0	0	1937-01-01	0	0	0
[2007, 2009]	ясный поле	Q16444154	Ясное Поле	P131	административно-территориальная единица	Кубановское сельское поселение	0	0	2008-06-30	0	0
[1923, 1924]	ясный поляна	Q4539336	Ясная Поляна	P571	дата основания/создания/возникновения	0	0	1923-01-01	0	0	0
[1923, 1924]	ясный поляна	Q4539326	Ясная Поляна	P571	дата основания/создания/возникновения	0	0	1923-01-01	0	0	0
1998	ясперс к	Q76509	Ясперс, Карл Теодор	P463	участник организации или клуба	Гейдельбергская академия наук	0	0	1947-01-01	1948-01-01	0
[1959, 1961]	ясперс к	Q76509	Ясперс, Карл Теодор	P166	полученные награды	премия Эразма	0	0	0	0	1959-01-01
1998	ясперс к	Q76509	Ясперс, Карл Теодор	P463	участник организации или клуба	Гейдельбергская академия наук	0	0	1948-01-01	0	0
[1959, 1961]	ясперс к	Q76509	Ясперс, Карл Теодор	P1411	номинирован на	Нобелевская премия по литературе	0	0	0	0	1960-01-01
1997	ясперс карл	Q76509	Ясперс, Карл Теодор	P463	участник организации или клуба	Гейдельбергская академия наук	0	0	1947-01-01	1948-01-01	0
1997	ясперс карл	Q76509	Ясперс, Карл Теодор	P166	полученные награды	премия Гёте	0	0	0	0	1947-01-01
2008	ясперс карл	Q76509	Ясперс, Карл Теодор	P166	полученные награды	Премия мира немецких книготорговцев	0	0	0	0	1958-01-01
1956	ясский университет	Q1523902	Ясский университет	P1075	ректор	Jean Livescu	0	0	1948-01-01	1955-01-01	0
[1971, 1974]	ясский университет	Q1523902	Ясский университет	P1075	ректор	Mihai Todosia	0	0	1972-01-01	1981-01-01	0
[1948, 1950]	ясский университет	Q1523902	Ясский университет	P1075	ректор	Leon Baliff	0	0	1947-01-01	1948-01-01	0
1960	ясский университет	Q1523902	Ясский университет	P1075	ректор	Страт, Ион	0	0	1860-01-01	1861-01-01	0
1961	ясский университет	Q1523902	Ясский университет	P1075	ректор	Filaret Scriban	0	0	1861-01-01	1862-01-01	0
1956	ясский университет	Q1523902	Ясский университет	P1075	ректор	Ion L. Creangă	0	0	1955-01-01	1972-01-01	0
1960	ясский университет	Q1523902	Ясский университет	P571	дата основания/создания/возникновения	0	0	1860-11-07	0	0	0
[1980, 1982]	ястреб ночной	Q1535201	Ночные ястребы	P577	дата публикации	0	0	1981-01-01	0	0	0
1994	ястребов иван	Q12281323	Иван Степанович Ястребов	P570	дата смерти	0	0	1894-01-08	0	0	0
2003	ястржембский сергей	Q2624119	Сергей Владимирович Ястржембский	P569	дата рождения	0	0	1953-12-04	0	0	0
[1967, 1969]	ясунари кавабат	Q43736	Ясунари Кавабата	P166	полученные награды	Нобелевская премия по литературе	0	0	0	0	1968-01-01
1974	ясунари кавабат	Q43736	Ясунари Кавабата	P570	дата смерти	0	0	1972-04-16	0	0	0
[1971, 1975]	ясунари кавабата	Q1576163	литературная премия имени Ясунари Кавабаты	P571	дата основания/создания/возникновения	0	0	1974-01-01	0	0	0
1956	ясусь акутагава	Q11614732	Акутагава, Ясуси	P569	дата рождения	0	0	1956-04-03	0	0	0
1978	ясусь иноуэ	Q712734	Иноуэ, Ясуси	P166	полученные награды	Person of Cultural Merit	0	0	0	0	1976-01-01
1985	ясусь иноуэ	Q712734	Иноуэ, Ясуси	P166	полученные награды	премия Асахи	0	0	0	0	1984-01-01
1978	ясусь иноуэ	Q712734	Иноуэ, Ясуси	P166	полученные награды	орден Культуры	0	0	0	0	1976-01-01
1983	ясухиро накасонэ	Q250828	Накасонэ, Ясухиро	P39	занимаемая должность	премьер-министр Японии	0	0	1982-11-27	1987-11-06	0
[1987, 1994]	яша хейфец	Q243472	Яша Хейфец	P570	дата смерти	0	0	1987-12-10	0	0	0
1991	яша хейфец	Q243472	Яша Хейфец	P166	полученные награды	Grammy Lifetime Achievement Award	0	0	0	0	1989-01-01
1970	яшалтинский район	Q4084655	Березовское	P571	дата основания/создания/возникновения	0	0	1920-01-01	0	0	0
1940	яшалтинский район	Q717121	Яшалтинский район	P571	дата основания/создания/возникновения	0	0	1938-01-01	0	0	0
[1996, 1998]	яшар кемаль	Q327142	Яшар Кемаль	P166	полученные награды	Международная премия Nonino	0	0	0	0	1997-01-01
[2007, 2009]	яшар кемаль	Q327142	Яшар Кемаль	P166	полученные награды	Большая премия президента Турецкой Республики в области культуры и искусств	0	0	0	0	2008-01-01
[1996, 1998]	яшар кемаль	Q327142	Яшар Кемаль	P166	полученные награды	премия Стига Дагермана	0	0	0	0	1997-01-01
[1996, 1998]	яшар кемаль	Q327142	Яшар Кемаль	P166	полученные награды	премия «Монисмания»	0	0	0	0	1997-01-01
[1996, 1998]	яшар кемаль	Q327142	Яшар Кемаль	P166	полученные награды	Международная премия Каталонии	0	0	0	0	1996-01-01
[1996, 1998]	яшар кемаль	Q327142	Яшар Кемаль	P166	полученные награды	Премия мира немецких книготорговцев	0	0	0	0	1997-01-01
1970	яшин а	Q1523446	Яшин, Александр Яковлевич	P570	дата смерти	0	0	1968-07-11	0	0	0
[1958, 1967]	яшин а	Q1365946	Яшин, Сергей Анатольевич	P569	дата рождения	0	0	1962-03-06	0	0	0
[1969, 1975]	яшин и	Q167828	Лев Иванович Яшин	P54	член спортивной команды	сборная СССР по футболу	0	0	1954-01-01	1970-01-01	0
[1969, 1975]	яшин и	Q167828	Лев Иванович Яшин	P54	член спортивной команды	Динамо (Москва)	0	0	1950-01-01	1970-01-01	0
[1979, 1984]	яшин и	Q1658622	Илья Валерьевич Яшин	P569	дата рождения	0	0	1983-06-29	0	0	0
[1967, 1974]	яшин л	Q167828	Лев Иванович Яшин	P54	член спортивной команды	Динамо (Москва)	0	0	1950-01-01	1970-01-01	0
[1967, 1974]	яшин л	Q167828	Лев Иванович Яшин	P54	член спортивной команды	сборная СССР по футболу	0	0	1954-01-01	1970-01-01	0
1994	яшин николай	Q4539918	Яшин, Николай Иванович	P570	дата смерти	0	0	1944-06-28	0	0	0
[1961, 1964]	яшин с	Q1365946	Яшин, Сергей Анатольевич	P569	дата рождения	0	0	1962-03-06	0	0	0
[2001, 2003]	яшин сергей	Q4539923	Яшин, Сергей Сергеевич	P54	член спортивной команды	Динамо (Москва)	0	0	2001-01-01	2006-01-01	0
1970	яшин я	Q1523446	Яшин, Александр Яковлевич	P570	дата смерти	0	0	1968-07-11	0	0	0
[1929, 1930]	ящик пандор	Q700736	Ящик Пандоры	P577	дата публикации	0	0	1929-01-01	0	0	0
